,id_mission,id_report,id_labdoc,id_trace,user,sim
0,453,38523,365902,6514478,10638,1.0
1,453,38523,365897,6512026,10662,1.0
2,453,38523,365918,6505096,10662,1.0
3,453,38523,365918,6507130,10638,0.82
4,453,38523,365962,6516349,10638,1.0
5,453,38523,365829,6474657,10638,1.0
6,453,38523,362157,6503721,10638,1.0
7,453,38523,362078,6408983,10662,1.0
8,453,38555,368460,6588591,10705,1.0
9,453,38555,368467,6593435,10705,1.0
10,453,38555,368459,6590654,10705,1.0
11,453,38555,368452,6583476,10705,1.0
12,453,38555,368491,6597661,10705,1.0
13,453,38555,368417,6544938,10705,1.0
14,453,37526,338199,5810928,10881,1.0
15,453,37526,338002,5801341,10876,1.0
16,453,37526,337724,5791018,10881,1.0
17,453,37526,334690,5738066,10876,1.0
18,453,37526,334690,5804407,10881,1.0
19,453,37526,338018,5805329,10881,1.0
20,453,37526,338206,5809559,10876,1.0
21,453,37526,338171,5807581,10876,1.0
22,453,37526,337839,5800279,10876,1.0
23,453,37558,334745,5735007,10922,1.0
24,453,37558,335623,5735438,10930,1.0
25,453,37558,332871,5667079,10930,1.0
26,453,37558,332871,5670832,10922,0.94
27,453,37558,332871,5672116,10930,1.0
28,453,37558,332871,5709172,10922,0.89
29,453,37558,334731,5721553,10922,1.0
30,453,37558,334731,5722619,10930,0.75
31,453,37558,334731,5725082,10922,0.8
32,453,37558,334749,5730250,10932,1.0
33,453,37558,334749,5735249,10922,0.87
34,453,37558,334740,5725486,10932,1.0
35,453,37558,334740,5726766,10922,0.76
36,453,37558,334740,5729489,10930,0.69
37,453,37558,334740,5733320,10932,1.0
38,453,38558,368235,6536524,10702,1.0
39,453,38558,368235,6546529,10671,1.0
40,453,38558,368278,6538449,10702,1.0
41,453,38558,368658,6596135,10671,1.0
42,453,38558,368526,6547174,10671,1.0
43,453,38558,368632,6588225,10671,1.0
44,453,38558,368639,6591164,10671,1.0
45,453,38558,368525,6547168,10671,1.0
46,453,38558,368617,6587593,10671,1.0
47,453,38558,368231,6534539,10702,1.0
48,453,38558,368231,6546473,10671,1.0
49,453,38558,368243,6536443,10702,1.0
50,453,38558,368243,6546577,10671,0.99
51,453,38558,368499,6546703,10671,1.0
52,453,38558,369879,6587113,10671,1.0
53,453,38558,368229,6534511,10702,1.0
54,453,38558,368229,6546457,10671,0.99
55,453,38558,368351,6550329,10702,1.0
56,453,38558,368619,6587627,10671,1.0
57,453,40257,369647,6592845,10702,1.0
58,453,40257,368412,6543956,10702,1.0
59,453,40257,368693,6583816,10702,1.0
60,453,40257,368408,6543936,10702,1.0
61,453,40257,368411,6543950,10702,1.0
62,453,40257,368410,6546685,10702,1.0
63,453,40257,368409,6543941,10702,1.0
64,453,40257,368722,6600189,10702,1.0
65,453,40257,368694,6583958,10702,1.0
66,453,40257,368506,6600574,10702,1.0
67,453,40257,369555,6569801,10702,1.0
68,453,40257,369946,6598389,10702,1.0
69,453,40257,368712,6599621,10702,1.0
70,453,40257,368505,6546691,10702,1.0
71,453,40257,369570,6600838,10702,1.0
72,453,40257,368654,6549284,10702,1.0
73,453,40257,368407,6543933,10702,1.0
74,453,27390,250183,3749925,8201,1.0
75,453,27390,250400,3756389,8201,1.0
76,453,27390,249270,3720887,8201,1.0
77,453,27390,250278,3756432,8201,1.0
78,453,27390,250480,3756348,8201,1.0
79,453,38560,368887,6582347,10676,1.0
80,453,38560,369351,6595965,10676,1.0
81,453,38560,369633,6596437,10676,1.0
82,453,38560,369237,6591383,10676,1.0
83,453,38560,368778,6583195,10676,1.0
84,453,38560,368785,6569378,10699,1.0
85,453,38627,368153,6545590,10741,1.0
86,453,38627,368355,6544245,10772,1.0
87,453,38627,368355,6544726,10741,0.81
88,453,38627,367561,6518185,10772,1.0
89,453,38627,367561,6531787,10741,1.0
90,453,38627,368445,6545899,10772,1.0
91,453,38627,368415,6545649,10741,1.0
92,453,38627,367645,6518768,10772,1.0
93,453,38627,368069,6529296,10741,1.0
94,453,38627,365601,6528964,10741,1.0
95,453,38627,367602,6518563,10772,1.0
96,453,38627,368421,6544557,10772,1.0
97,453,38482,369027,6578646,10634,1.0
98,453,38482,368909,6567874,10634,1.0
99,453,38482,368631,6549305,10634,1.0
100,453,38482,368782,6560531,10634,1.0
101,453,38482,368936,6568906,10634,1.0
102,453,38482,368697,6550193,10634,1.0
103,453,38482,369038,6579098,10634,1.0
104,453,37539,340981,5882695,10893,1.0
105,453,37539,340965,5881812,10893,1.0
106,453,37539,340943,5881148,10893,1.0
107,453,37539,341007,5883091,10893,1.0
108,453,37539,340952,5881484,10893,1.0
109,453,37539,340930,5880929,10893,1.0
110,453,37539,341074,5884556,10893,1.0
111,453,37539,341158,5886729,10893,1.0
112,453,37539,340591,5875262,10893,1.0
113,453,37539,340966,5881892,10893,1.0
114,453,37539,340976,5882394,10893,1.0
115,453,37539,340914,5880497,10893,1.0
116,453,37539,340755,5876819,10893,1.0
117,453,37539,340967,5882066,10893,1.0
118,453,37539,341174,5887839,10893,1.0
119,453,37539,340905,5879813,10893,1.0
120,453,37539,340923,5880517,10893,1.0
121,453,37539,340951,5881254,10893,1.0
122,453,37539,341010,5883921,10893,1.0
123,453,37539,340926,5880680,10893,1.0
124,453,37539,340954,5881596,10893,1.0
125,453,37539,341161,5887054,10893,1.0
126,453,37539,340835,5877205,10893,1.0
127,453,37539,341055,5884486,10893,1.0
128,453,37539,340927,5880843,10893,1.0
129,453,37539,340955,5881650,10893,1.0
130,453,37539,341078,5886837,10893,1.0
131,453,37539,341078,5895893,10917,0.57
132,453,37539,340788,5877116,10893,1.0
133,453,37539,340270,5866822,10893,1.0
134,453,37539,340270,5869856,10917,0.57
135,453,37539,340978,5885737,10893,1.0
136,453,37539,340979,5882529,10893,1.0
137,453,37539,340873,5881183,10893,1.0
138,453,37539,340934,5881785,10893,1.0
139,453,37539,341155,5886588,10893,1.0
140,453,37539,341155,5895541,10917,0.87
141,453,37539,341163,5887750,10893,1.0
142,453,37539,340837,5881799,10893,1.0
143,453,27181,246354,3655292,8229,1.0
144,453,27181,245867,3641247,8230,1.0
145,453,27181,245867,3644125,8229,0.9
146,453,27181,245867,3645938,8230,0.82
147,453,27181,245867,3648824,8229,0.83
148,453,27181,245867,3652236,8230,1.0
149,453,27181,245951,3653038,8229,1.0
150,453,27181,245954,3655053,8229,1.0
151,453,27181,245834,3642400,8230,1.0
152,453,27181,245728,3638509,8229,1.0
153,453,27181,245728,3642736,8230,0.99
154,453,27181,245728,3650215,8229,1.0
155,453,27181,245924,3642344,8230,1.0
156,453,27181,245924,3647715,8229,0.83
157,453,37544,341159,5886951,10914,1.0
158,453,37544,340980,5886182,10896,1.0
159,453,37544,340838,5877328,10896,1.0
160,453,37544,341165,5887728,10914,1.0
161,453,37544,342116,5903374,10914,1.0
162,453,37544,339302,5844565,10914,1.0
163,453,37544,339302,5885222,10896,1.0
164,453,27064,244371,3601867,7740,1.0
165,453,27064,244810,3610765,7744,1.0
166,453,27180,245735,3653740,8231,1.0
167,453,27180,245823,3646459,8231,1.0
168,453,27180,245726,3652854,8231,1.0
169,453,27180,245476,3633164,8231,1.0
170,453,27180,245824,3648719,8231,1.0
171,453,27180,245742,3655091,8231,1.0
172,453,27180,245790,3639415,8256,1.0
173,453,40156,363359,6427464,10738,1.0
174,453,40156,362681,6417190,10738,1.0
175,453,40156,363351,6427281,10738,1.0
176,453,40156,362149,6412080,10738,1.0
177,453,40156,363348,6427037,10737,1.0
178,453,40156,363143,6423066,10737,1.0
179,453,27082,244556,3605676,7807,1.0
180,453,27082,244556,3626230,7806,0.96
181,453,27082,244732,3629139,7806,1.0
182,453,27082,244692,3627620,7806,1.0
183,453,27082,244572,3605271,7807,1.0
184,453,27082,244747,3608451,7806,1.0
185,453,27082,244467,3604803,7807,1.0
186,453,27082,244467,3623436,7806,0.67
187,453,27082,244589,3606044,7807,1.0
188,453,27082,244589,3608381,7806,1.0
189,453,37542,340102,5879862,10911,1.0
190,453,37542,340102,5889280,10912,0.92
191,453,37542,340037,5876877,10911,1.0
192,453,37542,341135,5888188,10912,1.0
193,453,37542,336911,5859642,10912,1.0
194,453,37542,336911,5888248,10911,1.0
195,453,37542,340536,5884865,10912,1.0
196,453,37542,340536,5888813,10911,0.99
197,453,37542,340537,5881159,10911,1.0
198,453,37542,340537,5889311,10912,0.98
199,453,38520,367556,6517733,10667,1.0
200,453,38520,366553,6491146,10667,1.0
201,453,38520,367554,6517639,10667,1.0
202,453,38520,365591,6488168,10667,1.0
203,453,38520,365591,6497937,10644,0.98
204,453,38520,367550,6517416,10667,1.0
205,453,38520,367550,6517697,10644,0.79
206,453,38520,367559,6517761,10667,1.0
207,453,38520,367173,6504239,10667,1.0
208,453,38520,367173,6505334,10644,0.48
209,453,38520,367173,6509085,10667,0.94
210,453,40152,363147,6421389,10732,1.0
211,453,40152,356993,6254563,10732,1.0
212,453,40152,356993,6348735,10736,0.89
213,453,40152,356993,6416042,10732,1.0
214,453,40152,360512,6426797,10732,1.0
215,453,40152,363150,6421471,10732,1.0
216,453,40152,363148,6421405,10732,1.0
217,453,40152,361738,6427023,10732,1.0
218,453,40152,363247,6426608,10732,1.0
219,453,40152,363153,6421483,10732,1.0
220,453,40152,361776,6427012,10732,1.0
221,453,40152,360499,6425177,10732,1.0
222,453,40152,363152,6421454,10732,1.0
223,453,38524,366619,6512790,10641,1.0
224,453,38524,365969,6500085,10665,1.0
225,453,38524,365969,6509925,10641,0.59
226,453,38524,366433,6515970,10665,1.0
227,453,38524,367129,6500637,10641,1.0
228,453,38524,365983,6496773,10641,1.0
229,453,38524,365983,6500137,10665,0.98
230,453,38524,365983,6515780,10641,0.96
231,453,38524,367094,6500205,10665,1.0
232,453,38524,367094,6515914,10641,0.41
233,453,27281,248778,3702875,8288,1.0
234,453,27281,247821,3687651,8284,1.0
235,453,27281,247821,3705173,8288,0.99
236,453,27281,249065,3715644,8288,1.0
237,453,27281,249105,3715601,8288,1.0
238,453,27281,249148,3717274,8288,1.0
239,453,27281,249014,3712316,8288,1.0
240,453,27281,248772,3702677,8288,1.0
241,453,27281,249128,3715876,8288,1.0
242,453,27281,247962,3687754,8284,1.0
243,453,27281,248819,3707198,8288,1.0
244,453,27281,248810,3707105,8288,1.0
245,453,27281,248956,3710934,8288,1.0
246,453,37559,335500,5733733,10950,1.0
247,453,37559,335005,5720927,10952,1.0
248,453,37559,335005,5726815,10950,0.54
249,453,37559,335208,5722356,10952,1.0
250,453,37559,335208,5733220,10950,0.7
251,453,37559,334975,5722656,10950,1.0
252,453,37559,334674,5707762,10952,1.0
253,453,37559,334674,5724501,10950,0.94
254,453,37559,335341,5724977,10952,1.0
255,453,37559,335341,5732620,10950,0.83
256,453,37562,334993,5733889,10949,1.0
257,453,37562,334993,5735082,10948,0.26
258,453,37562,333489,5721735,10948,1.0
259,453,37562,333726,5681867,10948,1.0
260,453,37562,334086,5733635,10949,1.0
261,453,37562,333660,5684168,10948,1.0
262,453,37562,334067,5730945,10948,1.0
263,453,37562,334031,5723849,10948,1.0
264,453,37562,334031,5734382,10949,1.0
265,453,37562,334039,5727332,10949,1.0
266,453,37488,337208,5781671,10806,1.0
267,453,37488,337208,5788792,10777,0.91
268,453,37488,337273,5787820,10777,1.0
269,453,37488,337584,5786914,10806,1.0
270,453,37488,337584,5788096,10777,1.0
271,453,37488,337584,5788663,10806,0.93
272,453,37488,336991,5787325,10777,1.0
273,453,37488,337043,5769723,10806,1.0
274,453,37488,337043,5771628,10777,0.79
275,453,37488,337563,5786571,10777,1.0
276,453,37488,333326,5720558,10777,1.0
277,453,27178,245757,3652112,8258,1.0
278,453,27178,245772,3651612,8258,1.0
279,453,27178,245787,3655166,8258,1.0
280,453,27178,245732,3638506,8258,1.0
281,453,27178,245780,3652013,8258,1.0
282,453,37543,340341,5887792,10887,1.0
283,453,37543,340931,5888446,10916,1.0
284,453,37543,342168,5907469,10887,1.0
285,453,37543,341883,5898315,10887,1.0
286,453,37543,340334,5877045,10916,1.0
287,453,37543,340337,5881700,10916,1.0
288,453,37543,339955,5906636,10887,1.0
289,453,37487,337394,5781121,10807,1.0
290,453,37487,337394,5782907,10804,0.95
291,453,37487,337394,5783893,10807,1.0
292,453,37487,336990,5766804,10804,1.0
293,453,37487,337183,5776462,10807,1.0
294,453,37487,337264,5780711,10804,1.0
295,453,37487,337608,5787830,10804,1.0
296,453,37487,331780,5647812,10804,1.0
297,453,37487,331780,5704494,10807,1.0
298,453,37487,331780,5743312,10804,0.87
299,453,37487,331780,5773930,10807,1.0
300,453,37487,337482,5787969,10807,1.0
301,453,37489,335836,5740774,10779,1.0
302,453,37489,336566,5755594,10776,1.0
303,453,37489,336566,5786143,10779,0.27
304,453,37489,337560,5786060,10779,1.0
305,453,37489,337560,5786675,10776,1.0
306,453,37489,335926,5786968,10779,1.0
307,453,37489,335900,5741299,10779,1.0
308,453,37489,336816,5785693,10776,1.0
309,453,37489,336569,5787125,10776,1.0
310,453,37489,335864,5740636,10779,1.0
311,453,37489,336811,5778679,10779,1.0
312,453,37489,336738,5770948,10776,1.0
313,453,37489,336738,5784840,10779,0.83
314,453,27372,250115,3742103,8160,1.0
315,453,27372,249497,3739174,8160,1.0
316,453,27372,249285,3739702,8160,1.0
317,453,27372,249288,3724824,8160,1.0
318,453,27372,249288,3734201,8136,0.57
319,453,27372,249288,3735603,8160,0.86
320,453,27372,249288,3737053,8136,0.88
321,453,27372,249288,3742136,8160,0.97
322,453,27372,249221,3720485,8160,1.0
323,453,27372,249221,3726436,8136,0.97
324,453,27372,249504,3741893,8160,1.0
325,453,40153,360425,6377077,10734,1.0
326,453,40153,360425,6396553,10709,0.91
327,453,40153,360425,6418708,10734,1.0
328,453,40153,360425,6425573,10709,1.0
329,453,40153,361282,6414071,10709,1.0
330,453,40153,363352,6427316,10734,1.0
331,453,40153,363163,6422095,10734,1.0
332,453,40153,363237,6424973,10709,1.0
333,453,40153,362697,6419320,10709,1.0
334,453,40153,363354,6427344,10709,1.0
335,453,40153,362343,6414083,10709,1.0
336,453,40153,362612,6415223,10709,1.0
337,453,40153,362612,6415875,10734,0.91
338,453,27392,247507,3678008,8222,1.0
339,453,27392,250411,3754256,8227,1.0
340,453,27392,250478,3756252,8227,1.0
341,453,27392,250170,3750775,8227,1.0
342,453,27392,250333,3752738,8227,1.0
343,453,27086,245367,3628572,7804,1.0
344,453,27086,244272,3619386,7808,1.0
345,453,27086,245194,3626618,7804,1.0
346,453,27086,244273,3624958,7804,1.0
347,453,27086,245320,3626598,7808,1.0
348,453,27086,245321,3626951,7804,1.0
349,453,27086,245190,3626368,7804,1.0
350,453,27086,244079,3616419,7804,1.0
351,453,27245,245921,3642098,8191,1.0
352,453,27245,245921,3681992,8167,1.0
353,453,27245,248146,3692708,8167,1.0
354,453,27245,245966,3642912,8191,1.0
355,453,27245,247713,3684143,8167,1.0
356,453,27245,248035,3690158,8167,1.0
357,453,27245,247791,3688766,8167,1.0
358,453,27245,248143,3692641,8167,1.0
359,453,37490,337568,5786972,10805,1.0
360,453,37490,337335,5786659,10802,1.0
361,453,37490,335936,5745262,10802,1.0
362,453,37490,335936,5754343,10805,0.73
363,453,37490,335936,5787216,10802,1.0
364,453,37490,336539,5765710,10802,1.0
365,453,37490,336539,5774508,10805,0.96
366,453,37490,336539,5778328,10802,0.95
367,453,37490,337066,5772495,10802,1.0
368,453,37490,337066,5778823,10805,0.84
369,453,37490,337066,5780987,10802,1.0
370,453,37490,337605,5787953,10802,1.0
371,453,38479,368633,6549996,10604,1.0
372,453,38479,369259,6566866,10629,1.0
373,453,38479,369259,6567267,10604,0.12
374,453,38479,369259,6607086,10629,0.56
375,453,38479,369090,6562009,10629,1.0
376,453,38479,369090,6567558,10604,0.21
377,453,38479,368687,6558901,10604,1.0
378,453,27374,249560,3741353,8158,1.0
379,453,27374,249371,3736751,8158,1.0
380,453,27374,249561,3741929,8158,1.0
381,453,27374,249402,3742048,8158,1.0
382,453,27374,249203,3719115,8158,1.0
383,453,27374,249203,3722744,8135,0.88
384,453,27374,249203,3734776,8158,1.0
385,453,27374,249275,3731453,8158,1.0
386,453,27374,249375,3741837,8158,1.0
387,453,27374,249374,3742079,8158,1.0
388,453,27374,249277,3731562,8158,1.0
389,453,37486,335164,5788624,10808,1.0
390,453,37486,335164,5788891,10801,0.6
391,453,37486,335164,5788964,10808,0.97
392,453,37486,337680,5789093,10808,1.0
393,453,37486,335191,5786599,10808,1.0
394,453,37486,335191,5788500,10801,0.89
395,453,37486,335183,5786194,10801,1.0
396,453,37486,335192,5786677,10808,1.0
397,453,37486,335192,5788585,10801,0.86
398,453,37486,335111,5774328,10808,1.0
399,453,37486,335197,5788895,10808,1.0
400,453,37486,335197,5789117,10801,1.0
401,453,37486,334676,5765826,10808,1.0
402,453,37486,334676,5766040,10801,1.0
403,453,37486,335162,5779309,10808,1.0
404,453,37486,335196,5786185,10808,1.0
405,453,37486,335112,5778187,10808,1.0
406,453,37486,335184,5786766,10801,1.0
407,453,37524,337861,5795326,10880,1.0
408,453,37524,338033,5802572,10880,1.0
409,453,37524,336428,5750134,4600,1.0
410,453,37524,336428,5751779,10880,1.0
411,453,37524,336428,5801633,4600,0.94
412,453,37524,337930,5801328,4600,1.0
413,453,37524,338204,5809701,4600,1.0
414,453,37524,338027,5803695,4600,1.0
415,453,27249,247656,3689463,8190,1.0
416,453,27249,247656,3690140,8187,1.0
417,453,27249,247662,3685894,8190,1.0
418,453,27249,248158,3692621,8187,1.0
419,453,27249,248122,3691840,8187,1.0
420,453,27249,247578,3692089,8187,1.0
421,453,27249,247445,3677600,8187,1.0
422,453,27249,247445,3678750,8190,1.0
423,453,40154,363366,6427751,10712,1.0
424,453,40154,363078,6426909,10713,1.0
425,453,40154,363368,6427692,10712,1.0
426,453,40154,362464,6424574,10713,1.0
427,453,40154,361051,6384508,10712,1.0
428,453,40154,362736,6425095,10713,1.0
429,453,40154,361556,6397474,10713,1.0
430,453,40155,363350,6427244,10733,1.0
431,453,40155,362750,6419488,10735,1.0
432,453,40155,362750,6420982,10733,0.99
433,453,40155,362750,6427497,10735,1.0
434,453,40155,361136,6408807,10733,1.0
435,453,40155,361136,6424954,10735,0.83
436,453,40155,363229,6423535,10735,1.0
437,453,40155,362378,6413082,10733,1.0
438,453,40155,363347,6427668,10735,1.0
439,453,40155,363361,6427559,10733,1.0
440,453,40155,362626,6415805,10733,1.0
441,453,40155,362626,6426648,10735,0.93
442,453,40155,363211,6427448,10735,1.0
443,453,27389,250033,3750111,8203,1.0
444,453,27389,250457,3755994,8225,1.0
445,453,27389,250479,3756308,8203,1.0
446,453,27389,249913,3735941,8203,1.0
447,453,27389,249913,3737028,8225,1.0
448,453,27389,249913,3742315,8203,1.0
449,453,27389,250377,3753407,8203,1.0
450,453,27389,249929,3736803,8203,1.0
451,453,27389,249929,3737044,8225,1.0
452,453,27389,250187,3751256,8203,1.0
453,453,27389,250187,3756548,8225,0.69
454,453,38481,368960,6566190,10632,1.0
455,453,38481,368960,6624293,10607,0.58
456,453,38481,368968,6624340,10607,1.0
457,453,38481,368973,6624408,10607,1.0
458,453,38481,368955,6624122,10607,1.0
459,453,38481,368944,6554774,10632,1.0
460,453,38481,368944,6619546,10607,-0.0
461,453,38481,368708,6555037,10632,1.0
462,453,38481,368708,6555439,10607,0.89
463,453,38481,368964,6624329,10607,1.0
464,453,37485,337017,5767321,10780,1.0
465,453,37485,337017,5786064,10783,1.0
466,453,37485,336073,5742947,10803,1.0
467,453,37485,336073,5762590,10783,0.81
468,453,37485,336905,5769786,10780,1.0
469,453,37485,336905,5778146,10783,0.4
470,453,37485,336068,5742846,10803,1.0
471,453,37485,336068,5744164,10780,0.74
472,453,37485,336068,5762243,10783,0.96
473,453,37485,336889,5773213,10803,1.0
474,453,37485,336889,5783504,10783,0.59
475,453,37485,336904,5769363,10803,1.0
476,453,37485,336901,5772886,10803,1.0
477,453,37485,336901,5773896,10783,0.38
478,453,37485,336081,5743213,10803,1.0
479,453,37485,336081,5764247,10783,0.74
480,453,37485,336909,5780251,10803,1.0
481,453,37485,336910,5785739,10780,1.0
482,453,37485,336099,5743537,10803,1.0
483,453,37485,336099,5763573,10783,0.73
484,453,37485,337404,5783906,10783,1.0
485,453,37485,336082,5743736,10780,1.0
486,453,37485,336082,5763169,10783,0.93
487,453,37485,336902,5776570,10803,1.0
488,453,37485,337405,5784803,10783,1.0
489,453,37485,337520,5788087,10780,1.0
490,453,27283,248009,3709657,8290,1.0
491,453,27283,248223,3706220,8290,1.0
492,453,27283,248374,3717202,8290,1.0
493,453,27283,248101,3691765,8290,1.0
494,453,27283,248263,3714725,8290,1.0
495,453,27283,248385,3714913,8290,1.0
496,453,27283,248395,3712339,8290,1.0
497,453,27283,248153,3693535,8290,1.0
498,453,27283,248225,3704098,8290,1.0
499,453,38480,361599,6398160,10633,1.0
500,453,38480,361668,6606487,10633,1.0
501,453,38480,361668,6617177,10635,0.96
502,453,38480,361601,6397596,10633,1.0
503,453,38480,361696,6606605,10633,1.0
504,453,38480,361600,6398275,10633,1.0
505,453,38480,368842,6579004,10633,1.0
506,453,38480,368842,6625545,10635,0.25
507,453,38480,361614,6578117,10633,1.0
508,453,38480,361606,6397763,10633,1.0
509,453,38480,361705,6606780,10633,1.0
510,453,38480,368823,6607008,10633,1.0
511,453,38480,368823,6617471,10635,1.0
512,453,27388,248230,3694275,8223,1.0
513,453,27388,249209,3719326,8223,1.0
514,453,27388,250244,3751260,8224,1.0
515,453,27388,250325,3752950,8223,1.0
516,453,27388,250325,3754043,8224,0.9
517,453,27388,250373,3753624,8224,1.0
518,453,27388,250484,3756303,8223,1.0
519,453,37540,341081,5884554,10915,1.0
520,453,37540,341081,5889252,10883,0.62
521,453,37540,341081,5899612,10915,0.85
522,453,37540,341099,5885021,10915,1.0
523,453,37540,341099,5889457,10883,0.89
524,453,37540,340950,5881203,10915,1.0
525,453,37540,340950,5898824,10883,0.68
526,453,37540,340599,5880515,10915,1.0
527,453,37540,340599,5881617,10883,0.87
528,453,37540,340599,5897129,10915,0.97
529,453,37540,340945,5883042,10915,1.0
530,453,37540,340413,5870213,10883,1.0
531,453,37540,340413,5874868,10915,0.94
532,453,27247,244962,3635852,8194,1.0
533,453,27247,245575,3635932,8194,1.0
534,453,27247,245603,3687151,8194,1.0
535,453,27247,247600,3690251,8194,1.0
536,453,27247,245598,3685203,8194,1.0
537,453,27247,248025,3690336,8194,1.0
538,453,27247,245574,3635913,8194,1.0
539,453,27247,245585,3683487,8194,1.0
540,453,27247,245578,3635962,8194,1.0
541,453,27247,247605,3692327,8194,1.0
542,453,27247,248114,3692357,8194,1.0
543,453,27247,248021,3690739,8194,1.0
544,453,27247,245584,3683423,8194,1.0
545,453,27247,248140,3692306,8194,1.0
546,453,27247,247585,3679521,8195,1.0
547,453,27247,247585,3682017,8194,1.0
548,453,27247,245604,3687181,8194,1.0
549,453,27247,245587,3683508,8194,1.0
550,453,27247,245573,3635896,8194,1.0
551,453,27247,247783,3689224,8194,1.0
552,453,38628,368295,6537507,10752,1.0
553,453,38628,364003,6529592,10752,1.0
554,453,38628,368189,6534866,10752,1.0
555,453,38628,363988,6442681,10752,1.0
556,453,38628,368269,6536355,10752,1.0
557,453,38628,368137,6532264,10752,1.0
558,453,38628,368339,6540740,10752,1.0
559,453,38628,368339,6550263,10751,0.96
560,453,37523,333940,5774498,10875,1.0
561,453,37523,333940,5779542,10874,0.91
562,453,37523,333940,5790380,10875,1.0
563,453,37523,333940,5796927,10874,1.0
564,453,37523,333940,5804037,10875,0.96
565,453,37523,338226,5810987,10875,1.0
566,453,37523,338065,5805427,10874,1.0
567,453,37523,333986,5794342,10875,1.0
568,453,37523,333986,5802565,10874,0.23
569,453,37523,335464,5805855,10875,1.0
570,453,37523,337737,5806258,10875,1.0
571,453,37541,339353,5871081,10882,1.0
572,453,37541,340474,5888626,10913,1.0
573,453,37541,340474,5907042,10882,0.78
574,453,37541,339358,5870452,10882,1.0
575,453,37541,340670,5882740,10913,1.0
576,453,37541,341009,5888631,10913,1.0
577,453,37541,340512,5906482,10882,1.0
578,453,37541,340104,5871119,10882,1.0
579,453,37541,340303,5888712,10913,1.0
580,453,37541,340106,5885096,10913,1.0
581,453,37541,340363,5888250,10913,1.0
582,453,37541,340363,5906206,10882,1.0
